Date,Open,High,Low,Close,Adj Close,Volume
2019-02-25,237.500000,239.000000,236.000000,238.000000,226.953629,24105138
2019-02-26,239.000000,240.000000,236.500000,239.500000,228.384018,24522789
2019-02-27,238.500000,239.500000,237.000000,239.000000,227.907227,35240889
2019-03-04,239.500000,239.500000,234.500000,235.500000,224.569656,39655513
2019-03-05,234.000000,234.500000,232.500000,233.000000,222.185699,22641407
2019-03-06,235.000000,235.500000,233.500000,234.000000,223.139297,20433226
2019-03-07,235.000000,235.000000,233.000000,234.000000,223.139297,17126192
2019-03-08,231.000000,231.500000,229.000000,230.000000,219.324936,22190659
2019-03-11,228.000000,230.500000,227.500000,230.500000,219.801743,23200793
2019-03-12,233.000000,237.000000,232.500000,235.500000,224.569656,23588085
2019-03-13,234.000000,237.000000,234.000000,237.000000,226.000046,20500195
2019-03-14,239.000000,239.000000,234.000000,234.500000,223.616074,17175356
2019-03-15,237.000000,239.500000,235.500000,239.000000,227.907227,33649729
2019-03-18,239.500000,241.000000,239.000000,241.000000,229.814392,26856532
2019-03-19,239.000000,240.500000,238.000000,240.500000,229.337601,14479009
2019-03-20,242.000000,242.000000,239.500000,242.000000,230.767975,22975971
2019-03-21,242.500000,245.500000,241.000000,245.500000,234.105530,26179502
2019-03-22,248.000000,248.500000,244.500000,248.500000,236.966309,22931467
2019-03-25,240.500000,243.500000,240.500000,241.500000,230.291183,19211254
2019-03-26,243.000000,244.000000,241.000000,244.000000,232.675156,19920170
2019-03-27,242.000000,242.500000,240.500000,241.500000,230.291183,22590089
2019-03-28,240.500000,242.500000,240.000000,242.000000,230.767975,13933054
2019-03-29,243.000000,245.500000,240.500000,245.500000,234.105530,28220810
2019-04-01,251.000000,251.000000,245.000000,245.500000,234.105530,35330656
2019-04-02,249.500000,249.500000,246.000000,246.000000,234.582321,24105053
2019-04-03,249.000000,249.000000,246.500000,246.500000,235.059113,24945323
2019-04-08,251.000000,253.000000,250.500000,253.000000,241.257416,45184821
2019-04-09,253.000000,254.000000,252.000000,254.000000,242.211029,22355674
2019-04-10,253.000000,254.500000,252.000000,254.000000,242.211029,25849934
2019-04-11,253.000000,254.000000,251.500000,252.000000,240.303848,24896840
2019-04-12,251.500000,253.000000,251.000000,252.000000,240.303848,13548148
2019-04-15,255.000000,256.000000,254.000000,255.500000,243.641403,17192002
2019-04-16,257.000000,257.000000,255.500000,257.000000,245.071777,19652648
2019-04-17,260.000000,263.000000,259.500000,261.500000,249.362915,37864191
2019-04-18,264.000000,266.000000,263.500000,264.500000,252.223679,38006795
2019-04-19,269.000000,269.500000,263.500000,264.500000,252.223679,44658699
2019-04-22,266.500000,267.500000,265.000000,266.000000,253.654068,24967393
2019-04-23,266.500000,268.000000,266.000000,268.000000,255.561234,25336847
2019-04-24,270.000000,270.000000,267.500000,269.000000,256.514801,26449755
2019-04-25,268.500000,269.000000,267.000000,267.500000,255.084442,32386724
2019-04-26,262.000000,263.000000,257.500000,260.000000,247.932541,47518804
2019-04-29,260.000000,262.000000,258.500000,259.500000,247.455765,31126618
2019-04-30,260.000000,260.500000,258.000000,259.000000,246.978958,33799419
2019-05-02,261.500000,262.500000,258.500000,259.000000,246.978958,27091394
2019-05-03,262.000000,265.000000,260.500000,265.000000,252.700485,29840246
2019-05-06,260.000000,260.000000,258.000000,259.000000,246.978958,32823187
2019-05-07,259.500000,263.000000,259.000000,262.500000,250.316513,25686126
2019-05-08,260.000000,261.500000,259.500000,260.000000,247.932541,25542364
2019-05-09,259.500000,259.500000,256.000000,256.500000,244.594986,33587574
2019-05-10,257.000000,259.000000,255.000000,256.000000,244.118195,18617212
2019-05-13,253.000000,254.000000,249.500000,250.500000,238.873474,28284535
2019-05-14,247.500000,251.000000,245.000000,248.500000,236.966309,45055708
2019-05-15,251.000000,252.000000,249.000000,249.000000,237.443085,36825479
2019-05-16,248.500000,249.500000,246.000000,247.000000,235.535904,29713519
2019-05-17,249.000000,249.000000,241.500000,241.500000,230.291183,38647856
2019-05-20,242.500000,243.000000,238.000000,238.000000,226.953629,39157661
2019-05-21,233.500000,236.000000,232.500000,234.000000,223.139297,80042775
2019-05-22,236.500000,240.500000,235.500000,238.000000,226.953629,34622034
2019-05-23,233.500000,233.500000,230.000000,230.000000,219.324936,58752627
2019-05-24,230.000000,234.000000,230.000000,233.000000,222.185699,36000789
2019-05-27,234.000000,235.000000,231.000000,231.000000,220.278519,35562033
2019-05-28,232.000000,232.000000,230.500000,230.500000,219.801743,95240033
2019-05-29,228.000000,230.500000,227.000000,229.500000,218.848145,26533236
2019-05-30,230.000000,231.500000,229.000000,231.000000,220.278519,28500328
2019-05-31,232.000000,237.500000,231.000000,235.500000,224.569656,46070338
2019-06-03,235.500000,238.500000,232.000000,238.000000,226.953629,31054092
2019-06-04,237.500000,238.000000,233.000000,233.000000,222.185699,24443428
2019-06-05,238.000000,238.000000,234.000000,235.000000,224.092865,29139584
2019-06-06,231.500000,232.000000,229.500000,232.000000,221.232117,34651731
2019-06-10,237.500000,240.000000,234.500000,240.000000,228.860809,35373888
2019-06-11,240.000000,246.000000,239.000000,244.500000,233.151947,31965670
2019-06-12,244.500000,247.500000,243.000000,246.000000,234.582321,29675556
2019-06-13,242.500000,244.000000,240.000000,240.000000,228.860809,32981724
2019-06-14,238.500000,239.500000,236.000000,236.000000,225.046463,31951556
2019-06-17,231.500000,235.000000,230.500000,233.000000,222.185699,51017012
2019-06-18,234.000000,235.500000,233.000000,235.500000,224.569656,28578087
2019-06-19,242.500000,244.000000,240.500000,244.000000,232.675156,50164372
2019-06-20,242.000000,245.500000,241.000000,245.000000,233.628754,37836291
2019-06-21,248.000000,248.500000,246.000000,248.500000,236.966309,61164304
2019-06-24,241.000000,242.000000,240.000000,241.000000,237.458954,43300507
2019-06-25,241.000000,241.500000,237.000000,238.500000,234.995682,28559283
2019-06-26,235.000000,236.500000,234.000000,234.500000,231.054459,27607041
2019-06-27,236.000000,241.500000,236.000000,240.500000,236.966309,42007834
2019-06-28,241.500000,241.500000,238.000000,239.000000,235.488342,25962203
2019-07-01,245.500000,250.000000,245.000000,248.500000,244.848755,66307875
2019-07-02,249.500000,250.000000,247.500000,249.000000,245.341400,24181202
2019-07-03,244.000000,245.000000,242.000000,242.500000,238.936905,29449774
2019-07-04,244.500000,245.000000,242.500000,244.000000,240.414871,17481240
2019-07-05,244.500000,245.000000,241.500000,243.000000,239.429565,22867074
2019-07-08,240.000000,244.500000,240.000000,242.500000,238.936905,27787909
2019-07-09,241.500000,243.000000,240.500000,242.000000,238.444260,16418987
2019-07-10,243.000000,247.000000,243.000000,247.000000,243.370789,23812131
2019-07-11,250.000000,250.000000,247.500000,250.000000,246.326721,31160289
2019-07-12,252.000000,252.000000,249.500000,250.500000,246.819366,23479432
2019-07-15,251.000000,254.500000,249.500000,254.500000,250.760590,29727300
2019-07-16,254.000000,256.500000,253.500000,256.000000,252.238556,21361249
2019-07-17,254.000000,254.000000,251.000000,252.000000,248.297318,25573648
2019-07-18,252.000000,254.500000,251.500000,254.000000,250.267944,20842575
2019-07-19,259.500000,261.000000,259.000000,259.000000,255.194489,59709798
2019-07-22,263.000000,264.000000,262.000000,264.000000,260.121033,31522639
2019-07-23,265.500000,266.500000,262.500000,264.000000,260.121033,29273223
2019-07-24,266.500000,266.500000,263.000000,265.000000,261.106323,23734039
2019-07-25,264.000000,265.000000,261.500000,265.000000,261.106323,30433545
2019-07-26,261.000000,262.500000,261.000000,261.000000,257.165100,20438071
2019-07-29,260.000000,262.000000,259.500000,261.000000,257.165100,17509320
2019-07-30,262.500000,263.000000,260.000000,260.000000,256.179779,22670612
2019-07-31,260.000000,260.000000,257.000000,259.500000,255.687134,31635601
2019-08-01,257.500000,257.500000,255.500000,256.500000,252.731201,30017526
2019-08-02,252.000000,253.500000,250.500000,251.500000,247.804672,54021644
2019-08-05,251.000000,252.000000,245.500000,246.500000,242.878143,51535721
2019-08-06,240.000000,250.000000,240.000000,248.500000,244.848755,58625879
2019-08-07,250.000000,250.500000,246.500000,248.000000,244.356110,29435460
2019-08-08,248.000000,254.000000,248.000000,253.500000,249.775284,29725266
2019-08-12,254.500000,254.500000,251.000000,251.000000,247.312027,21794603
2019-08-13,249.000000,249.500000,246.500000,246.500000,242.878143,23121107
2019-08-14,252.500000,254.000000,249.500000,249.500000,245.834061,35216703
2019-08-15,247.000000,248.500000,246.000000,248.000000,244.356110,27624412
2019-08-16,249.500000,252.000000,248.000000,250.000000,246.326721,25370715
2019-08-19,251.500000,253.000000,250.500000,252.000000,248.297318,24060514
2019-08-20,254.000000,254.500000,252.500000,254.500000,250.760590,19960494
2019-08-21,254.500000,255.000000,253.000000,254.500000,250.760590,20269296
2019-08-22,257.000000,257.500000,254.000000,254.000000,250.267944,21900840
2019-08-23,253.500000,254.500000,253.000000,254.000000,250.267944,14166877
2019-08-26,249.000000,250.500000,248.500000,248.500000,244.848755,31678620
2019-08-27,250.500000,251.000000,248.500000,250.000000,246.326721,50234951
2019-08-28,250.500000,253.000000,250.500000,252.000000,248.297318,15132882
2019-08-29,253.000000,254.000000,251.000000,254.000000,250.267944,19587767
2019-08-30,256.500000,259.000000,256.000000,259.000000,255.194489,35184201
2019-09-02,258.000000,258.000000,256.000000,257.500000,253.716522,14614854
2019-09-03,256.500000,258.000000,253.000000,254.000000,250.267944,25762495
2019-09-04,254.000000,258.000000,254.000000,257.500000,253.716522,22540733
2019-09-05,263.000000,263.000000,260.500000,263.000000,259.135681,48791728
2019-09-06,265.000000,265.000000,263.000000,263.500000,259.628357,25408515
2019-09-10,263.500000,264.000000,260.500000,261.500000,257.657745,29308866
2019-09-11,264.000000,264.500000,260.500000,263.000000,259.135681,36196015
2019-09-12,265.000000,265.000000,261.500000,262.500000,258.643036,26017293
2019-09-16,262.000000,265.500000,261.500000,265.500000,261.598969,32573966
2019-09-17,266.500000,266.500000,264.500000,265.000000,261.106323,27600844
2019-09-18,267.000000,269.500000,266.500000,267.000000,263.076935,47684759
2019-09-19,268.000000,268.000000,264.000000,265.000000,263.076935,25233567
2019-09-20,266.000000,266.500000,264.000000,264.000000,262.084198,43868865
2019-09-23,264.000000,264.000000,263.000000,264.000000,262.084198,13093208
2019-09-24,263.500000,265.500000,262.000000,265.000000,263.076935,24244943
2019-09-25,262.500000,266.000000,262.000000,266.000000,264.069672,21003163
2019-09-26,269.000000,269.500000,266.500000,268.000000,266.055145,29940103
2019-09-27,271.500000,272.500000,271.000000,272.000000,270.026123,41235817
2019-10-01,273.000000,280.500000,273.000000,280.000000,277.968079,71743890
2019-10-02,280.000000,281.000000,279.000000,279.500000,277.471710,29295953
2019-10-03,274.000000,277.500000,274.000000,276.500000,274.493469,31890864
2019-10-04,279.500000,280.000000,275.000000,276.500000,274.493469,35169613
2019-10-07,279.000000,279.500000,277.500000,278.000000,275.982605,17510230
2019-10-08,283.500000,286.500000,282.500000,286.500000,284.420898,35278551
2019-10-09,283.500000,286.000000,282.000000,282.000000,279.953552,34777456
2019-10-14,291.500000,291.500000,288.500000,290.000000,287.895508,46683517
2019-10-15,293.500000,296.000000,292.000000,293.500000,291.370117,38018567
2019-10-16,298.000000,298.000000,293.500000,296.500000,294.348328,40297144
2019-10-17,295.000000,295.500000,292.000000,293.500000,291.370117,40271938
2019-10-18,293.000000,295.500000,291.000000,293.000000,290.873749,45102984
2019-10-21,291.000000,291.000000,288.500000,290.000000,287.895508,34634365
2019-10-22,292.500000,294.000000,291.500000,294.000000,291.866486,26005020
2019-10-23,293.500000,293.500000,290.500000,293.000000,290.873749,28675408
2019-10-24,294.500000,294.500000,291.000000,293.000000,290.873749,29040827
2019-10-25,294.500000,294.500000,292.500000,293.500000,291.370117,22682711
2019-10-28,295.000000,295.500000,294.000000,294.500000,292.362854,20076561
2019-10-29,297.000000,298.500000,296.500000,298.500000,296.333832,36682131
2019-10-30,298.500000,299.500000,296.500000,299.500000,297.326569,32370342
2019-10-31,300.000000,301.500000,298.500000,298.500000,296.333832,40944514
2019-11-01,299.500000,299.500000,296.500000,299.000000,296.830200,30121678
2019-11-04,302.500000,308.000000,301.000000,307.000000,304.772156,44899671
2019-11-05,307.500000,310.500000,307.000000,310.500000,308.246735,32201184
2019-11-06,309.000000,311.500000,308.000000,311.000000,308.743103,22149743
2019-11-07,310.000000,310.000000,306.500000,309.000000,306.757629,28291659
2019-11-08,308.500000,309.000000,305.500000,305.500000,303.283020,25651542
2019-11-11,305.000000,305.000000,300.000000,301.000000,298.815674,35165583
2019-11-12,302.500000,305.000000,302.000000,305.000000,302.786652,17540708
2019-11-13,303.000000,304.000000,301.500000,304.000000,301.793915,18172438
2019-11-14,304.500000,305.000000,302.000000,303.500000,301.297546,15734835
2019-11-15,305.500000,307.500000,304.500000,307.000000,304.772156,28848445
2019-11-18,308.500000,311.000000,307.000000,311.000000,308.743103,18691325
2019-11-19,312.500000,315.000000,311.000000,315.000000,312.714081,31634197
2019-11-20,314.000000,314.000000,312.000000,313.500000,311.224976,22387973
2019-11-21,309.500000,311.000000,307.000000,311.000000,308.743103,28108833
2019-11-22,310.000000,310.500000,308.000000,309.000000,306.757629,24737984
2019-11-25,310.500000,310.500000,307.000000,307.000000,304.772156,19530177
2019-11-26,310.000000,310.500000,307.000000,307.000000,304.772156,101224622
2019-11-27,307.500000,311.500000,307.500000,311.000000,308.743103,18467648
2019-11-28,310.000000,312.000000,308.500000,309.500000,307.253998,19077982
2019-11-29,309.000000,309.500000,305.000000,305.000000,302.786652,30963561
2019-12-02,307.000000,308.000000,306.500000,307.500000,305.268524,24016807
2019-12-03,305.000000,307.000000,305.000000,307.000000,304.772156,24690319
2019-12-04,305.000000,306.000000,304.000000,306.000000,303.779388,25492686
2019-12-05,309.000000,312.000000,309.000000,312.000000,309.735870,34521842
2019-12-06,315.000000,316.000000,311.000000,313.000000,310.728607,17695703
2019-12-09,314.000000,316.500000,314.000000,316.000000,313.706818,23256081
2019-12-10,315.000000,315.500000,312.500000,313.500000,311.224976,20570594
2019-12-11,314.000000,319.000000,313.000000,319.000000,316.685059,31223148
2019-12-12,325.000000,334.500000,324.000000,331.500000,329.094360,52742851
2019-12-13,340.000000,343.000000,338.000000,339.000000,336.539917,58198939
2019-12-16,336.500000,338.500000,336.000000,336.000000,333.561707,102188
2019-12-17,335.000000,345.000000,335.000000,345.000000,342.496368,40813458
2019-12-18,341.500000,345.000000,341.500000,344.500000,342.000000,39682841
2019-12-19,340.000000,342.000000,335.000000,335.000000,335.000000,54888012
2019-12-20,332.000000,333.000000,328.500000,329.000000,329.000000,86280459
2019-12-23,329.500000,334.000000,329.500000,334.000000,334.000000,26639340
2019-12-24,334.000000,334.500000,332.000000,332.000000,332.000000,13488907
2019-12-25,332.000000,334.500000,331.000000,333.000000,333.000000,12262954
2019-12-26,333.000000,334.000000,331.500000,333.000000,333.000000,11427884
2019-12-27,335.000000,338.000000,335.000000,338.000000,338.000000,16677806
2019-12-30,338.000000,339.000000,334.000000,334.500000,334.500000,21531263
2019-12-31,331.000000,333.500000,331.000000,331.000000,331.000000,22890517
2020-01-02,332.500000,339.000000,332.500000,339.000000,339.000000,31754120
2020-01-03,344.000000,345.000000,335.500000,339.500000,339.500000,41811268
2020-01-06,333.000000,334.500000,332.000000,332.000000,332.000000,45343057
2020-01-07,332.500000,333.000000,326.500000,329.500000,329.500000,50879181
2020-01-08,325.000000,333.000000,325.000000,329.500000,329.500000,37567748
2020-01-09,335.000000,337.500000,333.500000,337.500000,337.500000,31481504
2020-01-10,340.500000,341.000000,336.000000,339.500000,339.500000,27032115
2020-01-13,342.000000,342.000000,339.000000,341.500000,341.500000,30663332
2020-01-14,345.500000,346.000000,344.500000,346.000000,346.000000,30223993
2020-01-15,345.000000,345.000000,337.500000,340.000000,340.000000,47434274
2020-01-16,330.000000,336.500000,330.000000,334.500000,334.500000,55211420
2020-01-17,334.000000,335.500000,332.000000,333.000000,333.000000,52060097
2020-01-20,334.000000,335.500000,333.000000,333.000000,333.000000,32658203
2020-01-30,326.000000,326.000000,316.500000,316.500000,316.500000,125451049
2020-01-31,323.000000,323.500000,319.000000,320.000000,320.000000,62526055
2020-02-03,315.000000,316.500000,312.000000,315.000000,315.000000,59560849
2020-02-04,336.500000,337.000000,325.000000,325.000000,325.000000,51890496
2020-02-05,329.000000,329.500000,324.500000,327.500000,327.500000,36601453
2020-02-06,329.500000,332.500000,329.000000,332.500000,332.500000,29267094
2020-02-07,330.000000,330.500000,326.000000,328.000000,328.000000,28798327
